OID_,CID,L5_20001227_NIR,L5_20010128_NIR,L5_20010418_NIR,L5_20021201_NIR,L5_20030219_NIR,L5_20031220_NIR,L5_20040410_NIR,L5_20041222_NIR,L5_20050312_NIR,L5_20051123_NIR,L5_20060227_NIR,L5_20070129_NIR,L5_20080421_NIR,L5_20081030_NIR,L5_20090118_NIR,L5_20090307_NIR,L5_20101207_NIR,L5_20101223_NIR,L5_20110108_NIR,L5_20110313_NIR,L5_20110430_NIR
15,1,0.196027500000000,0.180160000000000,0.201610000000000,0.179032500000000,0.178950000000000,0.190335000000000,0.294780000000000,0.193855000000000,0.185027500000000,0.207055000000000,0.175897500000000,0.160580000000000,0.237442500000000,0.221547500000000,0.189647500000000,0.208622500000000,0.217725000000000,0.225370000000000,0.219210000000000,0.210795000000000,0.233675000000000
16,1,0.290792500000000,0.281305000000000,0.296457500000000,0.178950000000000,0.159892500000000,0.147545000000000,0.189592500000000,0.171442500000000,0.158215000000000,0.197457500000000,0.163467500000000,0.197595000000000,0.241017500000000,0.212967500000000,0.216185000000000,0.220502500000000,0.207687500000000,0.230430000000000,0.224407500000000,0.226167500000000,0.308695000000000
17,1,0.231640000000000,0.238817500000000,0.258535000000000,0.209915000000000,0.221410000000000,0.211537500000000,0.257242500000000,0.227322500000000,0.219375000000000,0.202050000000000,0.200070000000000,0.188300000000000,0.216817500000000,0.200015000000000,0.200290000000000,0.195862500000000,0.172735000000000,0.192150000000000,0.182277500000000,0.195285000000000,0.250340000000000
18,1,0.184230000000000,0.196660000000000,0.281002500000000,0.179170000000000,0.183845000000000,0.185110000000000,0.304955000000000,0.188740000000000,0.188960000000000,0.192590000000000,0.204277500000000,0.197732500000000,0.293845000000000,0.230870000000000,0.205652500000000,0.236012500000000,0.217807500000000,0.230265000000000,0.235517500000000,0.249322500000000,0.309850000000000
19,1,0.237965000000000,0.239065000000000,0.214865000000000,0.230705000000000,0.240467500000000,0.227652500000000,0.223857500000000,0.221960000000000,0.204112500000000,0.216927500000000,0.212472500000000,0.216240000000000,0.227020000000000,0.225837500000000,0.227020000000000,0.228752500000000,0.202737500000000,0.208595000000000,0.198172500000000,0.195697500000000,0.204745000000000
20,1,0.237827500000000,0.228175000000000,0.218412500000000,0.209997500000000,0.216817500000000,0.211620000000000,0.216212500000000,0.210657500000000,0.188822500000000,0.211867500000000,0.208402500000000,0.202545000000000,0.220530000000000,0.217505000000000,0.211427500000000,0.208650000000000,0.202737500000000,0.192535000000000,0.182442500000000,0.199547500000000,0.227460000000000
21,1,0.202105000000000,0.196357500000000,0.214865000000000,0.199712500000000,0.193250000000000,0.195670000000000,0.227240000000000,0.199547500000000,0.192645000000000,0.197265000000000,0.196330000000000,0.174550000000000,0.210080000000000,0.195752500000000,0.189565000000000,0.200400000000000,0.192810000000000,0.192287500000000,0.192920000000000,0.203122500000000,0.237057500000000
22,1,0.208100000000000,0.207247500000000,0.249102500000000,0.210135000000000,0.202627500000000,0.195697500000000,0.239477500000000,0.205267500000000,0.200345000000000,0.197485000000000,0.200125000000000,0.193057500000000,0.240550000000000,0.204690000000000,0.200180000000000,0.212087500000000,0.197842500000000,0.208237500000000,0.198255000000000,0.207357500000000,0.246435000000000
23,1,0.178235000000000,0.174935000000000,0.178152500000000,0.210217500000000,0.164897500000000,0.190500000000000,0.227597500000000,0.205295000000000,0.181260000000000,0.207110000000000,0.171882500000000,0.198117500000000,0.223885000000000,0.217422500000000,0.232932500000000,0.224765000000000,0.227845000000000,0.231090000000000,0.229907500000000,0.234115000000000,0.285182500000000
24,1,0.231887500000000,0.207330000000000,0.299840000000000,0.225727500000000,0.216927500000000,0.217065000000000,0.307320000000000,0.216570000000000,0.196577500000000,0.221932500000000,0.192315000000000,0.206945000000000,0.302452500000000,0.222345000000000,0.195147500000000,0.216157500000000,0.202792500000000,0.219210000000000,0.198255000000000,0.214892500000000,0.318155000000000
25,1,0.200867500000000,0.217202500000000,0.319805000000000,0.204717500000000,0.235517500000000,0.216762500000000,0.306027500000000,0.216047500000000,0.226992500000000,0.196935000000000,0.212115000000000,0.197485000000000,0.281937500000000,0.217202500000000,0.216102500000000,0.232520000000000,0.207550000000000,0.230155000000000,0.234775000000000,0.252045000000000,0.340842500000000
26,1,0.236837500000000,0.228037500000000,0.239395000000000,0.225507500000000,0.174137500000000,0.131430000000000,0.193305000000000,0.154585000000000,0.177327500000000,0.187282500000000,0.175347500000000,0.165062500000000,0.227267500000000,0.200042500000000,0.189592500000000,0.203892500000000,0.192645000000000,0.213517500000000,0.213737500000000,0.206560000000000,0.236755000000000
