OID_,CID,L5_20001227_NIR,L5_20010128_NIR,L5_20010418_NIR,L5_20021201_NIR,L5_20030219_NIR,L5_20031220_NIR,L5_20040410_NIR,L5_20041222_NIR,L5_20050312_NIR,L5_20051123_NIR,L5_20060227_NIR,L5_20070129_NIR,L5_20080421_NIR,L5_20081030_NIR,L5_20090118_NIR,L5_20090307_NIR,L5_20101207_NIR,L5_20101223_NIR,L5_20110108_NIR,L5_20110313_NIR,L5_20110430_NIR
134,1,0.231007500000000,0.217422500000000,0.238790000000000,0.204772500000000,0.202380000000000,0.206285000000000,0.231365000000000,0.188162500000000,0.181122500000000,0.197100000000000,0.191765000000000,0.197787500000000,0.234197500000000,0.212940000000000,0.195037500000000,0.212087500000000,0.202682500000000,0.209255000000000,0.203370000000000,0.184065000000000,0.247397500000000
135,1,0.219430000000000,0.207027500000000,0.256362500000000,0.111685000000000,0.102857500000000,0.099392500000000,0.201472500000000,0.132200000000000,0.177382500000000,0.143585000000000,0.159287500000000,0.155822500000000,0.234830000000000,0.213325000000000,0.168197500000000,0.199740000000000,0.192700000000000,0.175265000000000,0.198337500000000,0.218330000000000,0.250395000000000
136,1,0.243492500000000,0.239120000000000,0.225397500000000,0.230815000000000,0.230980000000000,0.211592500000000,0.231860000000000,0.222015000000000,0.223225000000000,0.197375000000000,0.175787500000000,0.206972500000000,0.250972500000000,0.239175000000000,0.232382500000000,0.240522500000000,0.237662500000000,0.246572500000000,0.245472500000000,0.233675000000000,0.236865000000000
137,1,0.231035000000000,0.227790000000000,0.262660000000000,0.220200000000000,0.230815000000000,0.216845000000000,0.257490000000000,0.210520000000000,0.211812500000000,0.216570000000000,0.212472500000000,0.211455000000000,0.258370000000000,0.225865000000000,0.232080000000000,0.228835000000000,0.192672500000000,0.202875000000000,0.192810000000000,0.195285000000000,0.217780000000000
138,1,0.242915000000000,0.238872500000000,0.231750000000000,0.225535000000000,0.226387500000000,0.216872500000000,0.223500000000000,0.210740000000000,0.200290000000000,0.202160000000000,0.204112500000000,0.202242500000000,0.227075000000000,0.213050000000000,0.216075000000000,0.220145000000000,0.177740000000000,0.197210000000000,0.187695000000000,0.191407500000000,0.194680000000000
139,1,0.189702500000000,0.207000000000000,0.317632500000000,0.199630000000000,0.249762500000000,0.206257500000000,0.279407500000000,0.210630000000000,0.227047500000000,0.207220000000000,0.224352500000000,0.179032500000000,0.265107500000000,0.213050000000000,0.194680000000000,0.208320000000000,0.202737500000000,0.191902500000000,0.213902500000000,0.214727500000000,0.328055000000000
140,1,0.223912500000000,0.211702500000000,0.232300000000000,0.204415000000000,0.192507500000000,0.189922500000000,0.215855000000000,0.193497500000000,0.188630000000000,0.186980000000000,0.175127500000000,0.187997500000000,0.216845000000000,0.208320000000000,0.200015000000000,0.215800000000000,0.182387500000000,0.195285000000000,0.192480000000000,0.202517500000000,0.230457500000000
141,1,0.255015000000000,0.254465000000000,0.296787500000000,0.256335000000000,0.268545000000000,0.270085000000000,0.309795000000000,0.294257500000000,0.288152500000000,0.284797500000000,0.277427500000000,0.257765000000000,0.296045000000000,0.268875000000000,0.269315000000000,0.282212500000000,0.272340000000000,0.284962500000000,0.282020000000000,0.294615000000000,0.369992500000000
142,1,0.214590000000000,0.207000000000000,0.221987500000000,0.189455000000000,0.193195000000000,0.190445000000000,0.208595000000000,0.193937500000000,0.185055000000000,0.187557500000000,0.192177500000000,0.179445000000000,0.213847500000000,0.195917500000000,0.195257500000000,0.196220000000000,0.182910000000000,0.164787500000000,0.187722500000000,0.187777500000000,0.224215000000000
143,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
144,1,0.219952500000000,0.217752500000000,0.225260000000000,0.204910000000000,0.207330000000000,0.206285000000000,0.235600000000000,0.222015000000000,0.211840000000000,0.202325000000000,0.204167500000000,0.193030000000000,0.223610000000000,0.204662500000000,0.200207500000000,0.216130000000000,0.197842500000000,0.208265000000000,0.198255000000000,0.211015000000000,0.230320000000000
145,1,0.214177500000000,0.212307500000000,0.215085000000000,0.204965000000000,0.207935000000000,0.206395000000000,0.231310000000000,0.210712500000000,0.192700000000000,0.211867500000000,0.196275000000000,0.202517500000000,0.217037500000000,0.208787500000000,0.216515000000000,0.212555000000000,0.187832500000000,0.214452500000000,0.192947500000000,0.207000000000000,0.211125000000000
146,1,0.225040000000000,0.217450000000000,0.228312500000000,0.215002500000000,0.221300000000000,0.222097500000000,0.234005000000000,0.221575000000000,0.207880000000000,0.216267500000000,0.208017500000000,0.211400000000000,0.236865000000000,0.221492500000000,0.221685000000000,0.224407500000000,0.197595000000000,0.219320000000000,0.187475000000000,0.198805000000000,0.214480000000000
147,1,0.153952500000000,0.164182500000000,0.269287500000000,0.153182500000000,0.155245000000000,0.131485000000000,0.223582500000000,0.149002500000000,0.154420000000000,0.153375000000000,0.155355000000000,0.160442500000000,0.258040000000000,0.208815000000000,0.168087500000000,0.187557500000000,0.152852500000000,0.175375000000000,0.171827500000000,0.183927500000000,0.278830000000000
148,1,0.202160000000000,0.196357500000000,0.214617500000000,0.184230000000000,0.197897500000000,0.179582500000000,0.223692500000000,0.177080000000000,0.188822500000000,0.177850000000000,0.179885000000000,0.169792500000000,0.213242500000000,0.187200000000000,0.168197500000000,0.191957500000000,0.172762500000000,0.186622500000000,0.166547500000000,0.187970000000000,0.211427500000000
149,1,0.225562500000000,0.207082500000000,0.221575000000000,0.111685000000000,0.121942500000000,0.174247500000000,0.212417500000000,0.205185000000000,0.188822500000000,0.211977500000000,0.179775000000000,0.183707500000000,0.220337500000000,0.204442500000000,0.205487500000000,0.216102500000000,0.212720000000000,0.224627500000000,0.213957500000000,0.206807500000000,0.233482500000000
150,1,0.232465000000000,0.228285000000000,0.262632500000000,0.220475000000000,0.226525000000000,0.233125000000000,0.250037500000000,0.233125000000000,0.215607500000000,0.231337500000000,0.212417500000000,0.202737500000000,0.247810000000000,0.226057500000000,0.227322500000000,0.216790000000000,0.227817500000000,0.236645000000000,0.219320000000000,0.218550000000000,0.276245000000000
151,1,0.243465000000000,0.234060000000000,0.222152500000000,0.220475000000000,0.226415000000000,0.216982500000000,0.228010000000000,0.210932500000000,0.208127500000000,0.192645000000000,0.171800000000000,0.197650000000000,0.241320000000000,0.239560000000000,0.221712500000000,0.229000000000000,0.222702500000000,0.235325000000000,0.230017500000000,0.222207500000000,0.233950000000000
152,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
