OID_,CID,L7_20010104_NIR,L7_20010205_NIR,L7_20010426_NIR,L7_20021123_NIR,L7_20030211_NIR,L7_20031228_NIR,L7_20040402_NIR,L7_20040418_NIR,L7_20041214_NIR,L7_20050304_NIR,L7_20050320_NIR,L7_20051201_NIR,L7_20060307_NIR,L7_20070206_NIR,L7_20080429_NIR,L7_20081022_NIR,L7_20090110_NIR,L7_20090227_NIR,L7_20101215_NIR,L7_20101231_NIR,L7_20110321_NIR,L7_20110508_NIR
130,1,0.184395000000000,0.177410000000000,0.234472500000000,0.204360000000000,0.186100000000000,0.186540000000000,0.210547500000000,nan,0.183735000000000,0.168060000000000,0.186072500000000,0.190390000000000,nan,0.182607500000000,0.250752500000000,0.209310000000000,0.178400000000000,0.191957500000000,0.189372500000000,0.190555000000000,0.211757500000000,0.270415000000000
131,1,0.231777500000000,0.220145000000000,0.230842500000000,0.127965000000000,0.126370000000000,0.201885000000000,0.225260000000000,nan,0.209117500000000,nan,0.218522500000000,0.218302500000000,0.233977500000000,0.202022500000000,0.226497500000000,0.227350000000000,0.223417500000000,0.227872500000000,0.229935000000000,0.236892500000000,0.232410000000000,0.248855000000000
132,1,0.155437500000000,0.147902500000000,0.168087500000000,0.184752500000000,0.164237500000000,0.167977500000000,0.188217500000000,0.199025000000000,0.165750000000000,0.155685000000000,0.162395000000000,0.166272500000000,0.174880000000000,0.185907500000000,0.233097500000000,0.214342500000000,0.208567500000000,0.214425000000000,0.219127500000000,0.221822500000000,0.236782500000000,0.301985000000000
133,1,0.205790000000000,0.199822500000000,0.206422500000000,0.231117500000000,0.220337500000000,0.224270000000000,0.221245000000000,nan,0.223692500000000,nan,0.202077500000000,0.211482500000000,0.208265000000000,0.224902500000000,0.250477500000000,0.245362500000000,0.234390000000000,0.237360000000000,0.248415000000000,0.248882500000000,0.239890000000000,0.259827500000000
134,1,0.217312500000000,0.210822500000000,0.230925000000000,0.204497500000000,0.198365000000000,0.208952500000000,nan,0.227625000000000,0.187365000000000,0.172350000000000,nan,0.197292500000000,0.199712500000000,nan,0.247590000000000,0.223087500000000,nan,nan,0.204167500000000,0.209997500000000,0.207907500000000,0.270800000000000
135,1,0.202215000000000,0.197347500000000,0.255592500000000,0.121227500000000,0.110585000000000,0.107037500000000,0.191380000000000,0.205955000000000,0.143612500000000,0.167950000000000,0.182030000000000,0.134482500000000,nan,0.156482500000000,0.240495000000000,0.222895000000000,0.178015000000000,0.191930000000000,nan,0.201940000000000,0.227542500000000,0.263100000000000
136,1,0.231475000000000,0.223417500000000,0.226910000000000,0.231172500000000,0.223527500000000,0.224215000000000,nan,0.227020000000000,0.209172500000000,0.214892500000000,nan,0.200922500000000,0.212775000000000,nan,nan,0.249570000000000,0.234500000000000,0.241430000000000,0.248360000000000,0.251935000000000,0.244510000000000,0.238185000000000
137,1,0.220832500000000,0.220502500000000,0.266290000000000,0.227817500000000,0.217477500000000,0.225040000000000,nan,0.267170000000000,0.209035000000000,0.202325000000000,0.218687500000000,0.214727500000000,0.216790000000000,0.225232500000000,0.278500000000000,0.240632500000000,nan,nan,0.200400000000000,0.206312500000000,0.215580000000000,0.242557500000000
138,1,0.227845000000000,0.223472500000000,0.223335000000000,0.221190000000000,0.217230000000000,0.212775000000000,0.217807500000000,0.220007500000000,nan,0.201885000000000,0.198117500000000,nan,0.212582500000000,0.208485000000000,0.232850000000000,0.226992500000000,0.215525000000000,0.223527500000000,0.196467500000000,0.139267500000000,0.203260000000000,0.210327500000000
139,1,0.199272500000000,0.207247500000000,0.328962500000000,0.224352500000000,0.242255000000000,0.216542500000000,0.259250000000000,0.299317500000000,0.190967500000000,0.215277500000000,0.222895000000000,0.218357500000000,0.225480000000000,nan,0.296155000000000,nan,0.215662500000000,0.228092500000000,0.196797500000000,nan,0.257325000000000,0.340512500000000
140,1,0.205515000000000,0.200042500000000,0.227377500000000,0.200482500000000,0.185412500000000,0.189867500000000,nan,0.217010000000000,0.190417500000000,0.171910000000000,0.193717500000000,0.189950000000000,0.190830000000000,0.188327500000000,nan,0.213572500000000,0.211372500000000,0.132997500000000,0.196082500000000,0.221465000000000,0.231695000000000,0.245665000000000
141,1,0.243107500000000,0.250147500000000,0.287520000000000,0.250890000000000,0.261312500000000,0.270442500000000,0.293102500000000,0.324480000000000,0.285182500000000,0.287547500000000,0.295440000000000,0.284330000000000,0.280040000000000,0.270800000000000,0.327147500000000,0.281250000000000,0.271652500000000,0.282322500000000,nan,0.287905000000000,nan,0.375960000000000
142,1,0.199602500000000,0.194157500000000,0.216790000000000,0.194707500000000,0.186127500000000,0.194322500000000,0.195477500000000,0.209502500000000,0.191380000000000,0.177107500000000,0.186402500000000,0.194625000000000,0.196055000000000,0.185935000000000,0.222812500000000,0.209860000000000,0.197402500000000,0.201252500000000,0.193305000000000,0.198612500000000,0.207962500000000,0.242310000000000
143,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
144,1,0.206147500000000,0.207027500000000,0.227130000000000,0.204552500000000,0.204882500000000,0.212967500000000,0.224847500000000,0.230540000000000,0.212692500000000,0.202105000000000,0.209750000000000,0.204442500000000,0.216762500000000,0.201912500000000,0.229247500000000,0.218082500000000,0.208237500000000,0.214205000000000,nan,0.213352500000000,nan,nan
145,1,0.199135000000000,0.207330000000000,0.206175000000000,0.207907500000000,0.207935000000000,0.213297500000000,0.217862500000000,nan,0.205762500000000,nan,0.198667500000000,0.204525000000000,nan,0.205515000000000,0.222482500000000,0.223197500000000,0.205350000000000,0.214727500000000,0.215497500000000,0.218302500000000,0.199217500000000,0.228065000000000
146,1,0.212940000000000,0.199767500000000,0.226167500000000,0.214040000000000,0.204525000000000,0.235517500000000,nan,0.237690000000000,0.219760000000000,0.201967500000000,0.206147500000000,0.214590000000000,0.220282500000000,0.214920000000000,0.246517500000000,0.240522500000000,nan,0.227597500000000,0.203700000000000,0.214232500000000,0.211235000000000,0.231282500000000
147,1,0.140257500000000,0.147627500000000,0.276135000000000,0.151312500000000,0.142045000000000,0.137315000000000,0.187475000000000,nan,0.147160000000000,nan,0.165832500000000,0.155520000000000,0.166107500000000,0.166190000000000,0.285237500000000,0.218220000000000,0.170645000000000,0.182800000000000,0.170837500000000,0.178372500000000,0.211702500000000,0.301545000000000
148,1,0.191655000000000,0.190665000000000,0.212692500000000,0.201197500000000,0.201582500000000,0.198090000000000,0.217532500000000,0.223390000000000,0.183680000000000,0.184945000000000,0.194130000000000,0.183432500000000,0.204195000000000,0.179362500000000,0.225535000000000,0.195752500000000,0.182057500000000,0.191820000000000,0.181645000000000,0.186677500000000,0.199245000000000,0.221382500000000
149,1,0.202352500000000,0.190500000000000,0.219980000000000,0.111190000000000,0.116882500000000,0.175155000000000,0.214067500000000,0.227157500000000,0.194542500000000,0.184972500000000,0.190252500000000,0.207825000000000,0.204525000000000,0.195752500000000,0.229385000000000,0.227295000000000,0.211922500000000,0.218935000000000,0.218715000000000,0.225012500000000,0.228147500000000,0.241760000000000
150,1,0.217835000000000,0.220502500000000,0.258837500000000,0.234500000000000,0.220750000000000,nan,nan,0.260680000000000,0.235297500000000,0.211097500000000,0.215195000000000,0.225810000000000,0.221712500000000,0.206230000000000,0.274677500000000,0.227460000000000,0.220200000000000,0.219457500000000,0.226497500000000,0.237332500000000,nan,nan
151,1,0.224297500000000,0.213572500000000,0.220475000000000,0.221162500000000,0.217175000000000,0.220447500000000,0.213765000000000,nan,0.209227500000000,nan,0.206422500000000,0.204910000000000,0.212417500000000,0.211702500000000,0.243877500000000,0.254767500000000,0.219512500000000,0.223912500000000,0.233785000000000,0.240990000000000,0.240247500000000,0.245857500000000
152,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
153,1,0.199245000000000,0.194157500000000,0.227625000000000,0.191297500000000,0.192315000000000,0.194350000000000,0.214315000000000,0.234445000000000,0.194927500000000,0.172432500000000,0.198612500000000,0.201032500000000,nan,0.189372500000000,0.226387500000000,0.187200000000000,0.152082500000000,0.183212500000000,0.185770000000000,0.194900000000000,0.224572500000000,0.277372500000000
154,1,0.202407500000000,0.180407500000000,0.206092500000000,0.210822500000000,0.192040000000000,nan,0.202792500000000,0.209447500000000,0.205157500000000,0.197622500000000,0.205872500000000,0.183295000000000,0.203755000000000,0.182222500000000,0.211950000000000,0.204140000000000,nan,nan,0.192727500000000,0.190225000000000,0.207192500000000,0.213765000000000
155,1,0.187695000000000,0.174027500000000,0.234527500000000,0.181425000000000,0.173505000000000,0.186787500000000,0.226002500000000,0.242475000000000,0.194542500000000,nan,0.202187500000000,nan,0.212582500000000,0.214782500000000,0.240357500000000,0.258975000000000,0.196632500000000,0.204882500000000,0.214892500000000,0.217367500000000,0.223582500000000,0.249515000000000
156,1,0.202270000000000,0.193387500000000,0.219210000000000,0.204195000000000,0.191875000000000,0.201500000000000,0.206697500000000,0.212995000000000,0.205102500000000,0.184917500000000,0.198117500000000,0.204277500000000,nan,0.198695000000000,0.222372500000000,0.217972500000000,0.211840000000000,0.218495000000000,nan,0.202325000000000,0.202407500000000,0.216735000000000
157,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
158,1,0.147820000000000,0.157610000000000,0.316092500000000,0.201445000000000,0.157940000000000,nan,0.286695000000000,0.344390000000000,0.165475000000000,0.163770000000000,0.198282500000000,0.180022500000000,0.199712500000000,0.175842500000000,0.317962500000000,0.242062500000000,0.189510000000000,nan,0.174660000000000,0.186045000000000,0.241045000000000,0.355720000000000
159,1,0.192040000000000,0.191132500000000,0.325607500000000,0.207962500000000,0.189207500000000,0.190500000000000,0.210905000000000,0.292085000000000,0.198805000000000,0.185357500000000,nan,0.190582500000000,0.191902500000000,nan,nan,0.146445000000000,0.137040000000000,0.151587500000000,0.170975000000000,0.183295000000000,0.212472500000000,0.319612500000000
160,1,0.228422500000000,0.217175000000000,0.216762500000000,0.214507500000000,0.204855000000000,0.213352500000000,0.202847500000000,0.205652500000000,0.201940000000000,0.181040000000000,0.194432500000000,0.207907500000000,0.208485000000000,0.208677500000000,0.229385000000000,0.222757500000000,0.219980000000000,0.219127500000000,0.171030000000000,0.182910000000000,0.215690000000000,0.231475000000000
161,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
162,1,0.151422500000000,0.147572500000000,0.340265000000000,0.201335000000000,0.154722500000000,0.163825000000000,0.286310000000000,nan,0.172845000000000,nan,0.194405000000000,0.176502500000000,0.195477500000000,0.169352500000000,0.339357500000000,0.223665000000000,0.151945000000000,0.173202500000000,0.178097500000000,0.170562500000000,0.273495000000000,0.358195000000000
163,1,0.191435000000000,0.190445000000000,0.262550000000000,0.211345000000000,0.195312500000000,nan,0.213902500000000,0.252237500000000,0.190610000000000,0.189510000000000,0.194267500000000,0.197347500000000,0.208622500000000,0.198612500000000,0.271515000000000,0.231585000000000,nan,nan,0.207632500000000,0.209557500000000,0.219787500000000,0.287492500000000
164,1,0.176585000000000,0.170920000000000,0.278885000000000,0.214920000000000,0.182855000000000,0.171607500000000,nan,0.285045000000000,0.194570000000000,0.171992500000000,0.206010000000000,0.187145000000000,0.203562500000000,0.178757500000000,nan,0.299427500000000,0.218907500000000,0.222207500000000,0.247205000000000,0.244647500000000,0.289032500000000,0.296815000000000
165,1,0.224655000000000,0.224160000000000,0.256197500000000,0.231200000000000,0.214315000000000,0.125957500000000,0.146417500000000,0.158985000000000,0.099887500000000,0.099695000000000,0.105277500000000,0.148425000000000,nan,0.159617500000000,0.226635000000000,0.213765000000000,0.196797500000000,0.209530000000000,0.200290000000000,0.197897500000000,0.219705000000000,0.287135000000000
166,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
167,1,0.180105000000000,0.167455000000000,0.265712500000000,0.207687500000000,0.173285000000000,0.204772500000000,0.229440000000000,0.238460000000000,0.216020000000000,0.197485000000000,0.210245000000000,0.221382500000000,0.216350000000000,0.191737500000000,0.229027500000000,0.236095000000000,0.215360000000000,0.222785000000000,0.214782500000000,0.225232500000000,nan,nan
168,1,0.122025000000000,0.140972500000000,0.203012500000000,0.174467500000000,0.176612500000000,0.149057500000000,0.229770000000000,0.281552500000000,0.165612500000000,0.185165000000000,0.190527500000000,0.152055000000000,0.200262500000000,0.215332500000000,0.233180000000000,0.281497500000000,0.246325000000000,0.246242500000000,nan,0.249707500000000,nan,0.298410000000000
169,1,0.144217500000000,0.134510000000000,0.185715000000000,0.184725000000000,0.160965000000000,0.148865000000000,0.188355000000000,0.235105000000000,nan,0.155520000000000,0.178867500000000,nan,0.166245000000000,0.166382500000000,nan,nan,0.227982500000000,0.237800000000000,0.211867500000000,nan,0.245225000000000,0.355060000000000
170,1,0.207055000000000,0.194487500000000,0.227515000000000,0.214480000000000,0.220805000000000,0.205900000000000,0.218192500000000,0.235022500000000,nan,0.177162500000000,0.186760000000000,nan,0.213380000000000,0.195945000000000,0.243410000000000,nan,0.212500000000000,0.223775000000000,0.222922500000000,nan,0.232795000000000,0.259965000000000
171,1,0.162175000000000,0.164237500000000,0.315212500000000,0.204470000000000,0.154557500000000,0.159892500000000,0.168885000000000,nan,0.147077500000000,nan,0.137700000000000,0.137975000000000,0.131732500000000,0.152907500000000,0.268435000000000,0.231227500000000,0.159177500000000,0.164567500000000,0.174357500000000,0.182332500000000,0.186787500000000,0.311280000000000
172,1,0.183955000000000,0.183872500000000,0.255345000000000,0.184477500000000,0.182772500000000,0.190362500000000,nan,0.263237500000000,0.194460000000000,0.197732500000000,0.210272500000000,0.186842500000000,0.199602500000000,0.192342500000000,nan,0.199987500000000,nan,0.205240000000000,0.181672500000000,0.190967500000000,0.211235000000000,0.281470000000000
173,1,0.187997500000000,0.184120000000000,0.266235000000000,0.224600000000000,0.202105000000000,0.220502500000000,0.245252500000000,0.275365000000000,0.231530000000000,0.206587500000000,nan,0.222125000000000,0.208155000000000,nan,nan,0.245802500000000,0.196770000000000,0.204607500000000,0.189015000000000,0.194020000000000,0.228202500000000,0.298822500000000
174,1,0.184615000000000,0.147957500000000,0.193030000000000,0.191160000000000,0.170507500000000,0.205377500000000,0.217917500000000,0.238102500000000,0.205157500000000,0.194267500000000,0.194432500000000,0.197072500000000,nan,0.166025000000000,0.223032500000000,0.213710000000000,0.211730000000000,0.218605000000000,0.207660000000000,0.221355000000000,0.223747500000000,0.231310000000000
175,1,0.169325000000000,0.160552500000000,0.234252500000000,0.184587500000000,0.160827500000000,0.167592500000000,nan,0.205460000000000,0.176420000000000,0.159672500000000,0.169765000000000,0.183570000000000,0.170095000000000,0.169407500000000,nan,0.209420000000000,0.189537500000000,0.183240000000000,0.182057500000000,0.186347500000000,0.199190000000000,0.281112500000000
176,1,0.217010000000000,0.206835000000000,0.213627500000000,0.217862500000000,0.210905000000000,0.213050000000000,0.210382500000000,0.213160000000000,0.249212500000000,0.223582500000000,0.226167500000000,0.187117500000000,nan,0.211950000000000,0.240770000000000,0.240825000000000,0.234032500000000,0.237277500000000,0.237415000000000,0.237002500000000,0.239340000000000,0.238625000000000
177,1,0.183432500000000,0.176942500000000,0.265630000000000,0.187420000000000,0.179142500000000,nan,0.172185000000000,0.226717500000000,0.106955000000000,0.125297500000000,0.133492500000000,0.123867500000000,0.140092500000000,0.136600000000000,0.264007500000000,0.182222500000000,nan,nan,0.140972500000000,0.119495000000000,0.186925000000000,0.287245000000000
178,1,0.228092500000000,0.216900000000000,0.227075000000000,0.214535000000000,0.211097500000000,0.220640000000000,0.221355000000000,0.227212500000000,0.220062500000000,0.206340000000000,0.213985000000000,0.218302500000000,0.221025000000000,0.211565000000000,0.239532500000000,0.226827500000000,0.230787500000000,0.227652500000000,nan,0.228835000000000,0.227900000000000,0.290462500000000
179,1,0.177492500000000,0.170837500000000,0.262275000000000,0.184780000000000,0.186155000000000,0.175347500000000,0.233207500000000,0.252622500000000,nan,nan,0.182470000000000,nan,0.196082500000000,0.176117500000000,0.275090000000000,nan,0.170975000000000,0.187805000000000,0.185907500000000,nan,0.228752500000000,0.281250000000000
180,1,0.188602500000000,0.177382500000000,0.289775000000000,0.191490000000000,0.176722500000000,0.183020000000000,0.187832500000000,0.238322500000000,0.187530000000000,0.172735000000000,0.170205000000000,0.180215000000000,nan,0.182525000000000,0.288840000000000,0.223390000000000,0.197457500000000,0.201060000000000,0.174797500000000,0.186925000000000,0.199657500000000,0.287630000000000
181,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
182,1,0.177272500000000,0.180737500000000,0.206642500000000,0.187887500000000,0.173450000000000,0.183075000000000,0.195972500000000,0.206257500000000,nan,0.172460000000000,0.178400000000000,0.190555000000000,0.191627500000000,0.189400000000000,nan,nan,0.212225000000000,0.205487500000000,0.222262500000000,nan,0.219925000000000,0.242227500000000
183,1,0.221080000000000,0.214067500000000,0.213380000000000,0.221657500000000,0.214315000000000,0.228120000000000,0.210382500000000,0.224187500000000,0.129257500000000,0.121255000000000,0.121557500000000,0.124197500000000,0.161680000000000,0.176145000000000,0.215497500000000,0.223005000000000,0.219842500000000,0.227817500000000,0.226717500000000,0.229412500000000,0.227405000000000,0.230925000000000
184,1,0.202407500000000,0.190307500000000,0.261505000000000,0.214177500000000,0.188932500000000,0.201307500000000,0.214205000000000,nan,0.197980000000000,nan,0.190032500000000,0.200702500000000,0.191105000000000,0.195230000000000,0.257435000000000,0.231007500000000,0.200510000000000,0.205240000000000,0.211070000000000,0.178510000000000,0.227735000000000,0.273412500000000
185,1,0.209475000000000,0.203590000000000,0.290105000000000,0.217532500000000,0.195010000000000,nan,0.255702500000000,0.274182500000000,0.234307500000000,0.219045000000000,0.222262500000000,0.256280000000000,0.245967500000000,0.250587500000000,0.264475000000000,0.253805000000000,nan,nan,0.244070000000000,0.248965000000000,0.239257500000000,0.241952500000000
186,1,0.216515000000000,0.206752500000000,0.209585000000000,0.221025000000000,0.210767500000000,0.219925000000000,0.218357500000000,0.224297500000000,0.201417500000000,0.189510000000000,0.194212500000000,0.207440000000000,0.212555000000000,0.208017500000000,0.201830000000000,0.181975000000000,0.166520000000000,0.159947500000000,nan,0.237195000000000,nan,0.241375000000000
187,1,0.224407500000000,0.216955000000000,0.255427500000000,0.241182500000000,0.223665000000000,0.250725000000000,0.240110000000000,0.248552500000000,0.140037500000000,0.142567500000000,0.153815000000000,0.190445000000000,0.195450000000000,0.192067500000000,0.222867500000000,0.240797500000000,0.215772500000000,0.232272500000000,0.207797500000000,0.217395000000000,0.236315000000000,0.259167500000000
188,1,0.187667500000000,0.183900000000000,0.226855000000000,0.187887500000000,0.176530000000000,nan,0.180297500000000,0.202077500000000,0.183625000000000,0.172267500000000,0.174082500000000,0.179912500000000,0.183102500000000,0.189262500000000,0.236397500000000,0.213820000000000,0.200647500000000,nan,0.200290000000000,0.201692500000000,0.199300000000000,0.238295000000000
189,1,0.206862500000000,0.207192500000000,0.230787500000000,0.214590000000000,0.204992500000000,0.209365000000000,0.214425000000000,nan,0.202545000000000,nan,0.198695000000000,nan,0.209090000000000,0.192782500000000,0.243547500000000,nan,0.212472500000000,0.224077500000000,0.200620000000000,nan,0.224600000000000,0.253420000000000
190,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
191,1,0.173587500000000,0.167510000000000,0.181865000000000,0.244317500000000,0.211235000000000,0.250752500000000,nan,0.248772500000000,0.231172500000000,0.202435000000000,nan,0.242805000000000,0.234390000000000,nan,0.243630000000000,0.250092500000000,nan,nan,0.274512500000000,0.276795000000000,0.272807500000000,0.322720000000000
192,1,0.195065000000000,0.193497500000000,0.244510000000000,0.207660000000000,0.195092500000000,nan,0.240137500000000,0.259470000000000,0.219705000000000,0.210685000000000,0.218000000000000,0.207770000000000,0.225315000000000,0.195257500000000,0.250532500000000,0.222510000000000,0.207935000000000,nan,0.211042500000000,0.213242500000000,0.228367500000000,0.283780000000000
193,1,0.212610000000000,0.200070000000000,0.223775000000000,0.204030000000000,0.210300000000000,0.204827500000000,0.216817500000000,nan,0.208402500000000,nan,0.222125000000000,0.197072500000000,0.216487500000000,0.204910000000000,0.208292500000000,0.214040000000000,0.192947500000000,0.178152500000000,0.196302500000000,0.217780000000000,0.215690000000000,0.217340000000000
194,1,0.188245000000000,0.174330000000000,0.210217500000000,0.214425000000000,0.204717500000000,0.235352500000000,0.221795000000000,0.241787500000000,0.234692500000000,0.215112500000000,0.210492500000000,0.221767500000000,0.212940000000000,nan,0.247315000000000,nan,0.234527500000000,0.227927500000000,0.240962500000000,nan,0.248992500000000,0.252705000000000
195,1,0.144382500000000,0.137892500000000,0.321840000000000,0.178152500000000,0.132777500000000,0.126150000000000,nan,0.235517500000000,0.151147500000000,0.125600000000000,nan,0.155630000000000,0.161790000000000,nan,0.306275000000000,0.214315000000000,nan,nan,0.145235000000000,0.159177500000000,0.245472500000000,0.330805000000000
196,1,0.220750000000000,0.210300000000000,0.209805000000000,0.227735000000000,0.217395000000000,0.224215000000000,0.213627500000000,0.219677500000000,0.219897500000000,0.197897500000000,0.201610000000000,0.204415000000000,0.208375000000000,0.214810000000000,0.232822500000000,0.231722500000000,0.223197500000000,0.227735000000000,nan,0.240660000000000,0.227955000000000,0.231255000000000
197,1,0.221107500000000,0.223692500000000,0.310922500000000,0.230952500000000,0.232987500000000,0.224710000000000,0.263375000000000,nan,0.220145000000000,nan,0.218770000000000,0.214947500000000,0.221465000000000,0.205487500000000,0.309602500000000,0.232107500000000,0.193800000000000,0.196660000000000,0.189922500000000,0.194790000000000,0.228835000000000,0.340870000000000
198,1,0.191765000000000,0.200647500000000,0.212967500000000,0.214397500000000,0.195367500000000,0.209392500000000,0.206147500000000,0.219650000000000,nan,0.189097500000000,0.186045000000000,0.214810000000000,0.204030000000000,0.201912500000000,0.218605000000000,nan,0.200950000000000,0.200785000000000,0.185522500000000,nan,0.195065000000000,0.225012500000000
199,1,0.202985000000000,0.180847500000000,0.262907500000000,0.208072500000000,0.204855000000000,nan,0.221850000000000,0.245857500000000,0.187475000000000,0.168087500000000,0.182085000000000,0.186842500000000,0.191160000000000,0.169105000000000,0.274320000000000,0.271790000000000,0.197182500000000,0.205185000000000,0.200730000000000,0.201692500000000,0.244647500000000,nan
200,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
201,1,0.202957500000000,0.204140000000000,0.210080000000000,0.211400000000000,0.199162500000000,0.213187500000000,0.218385000000000,0.224132500000000,0.212995000000000,0.193580000000000,0.202490000000000,0.211565000000000,nan,0.205020000000000,0.229302500000000,0.213765000000000,0.212252500000000,0.214150000000000,0.204717500000000,0.206230000000000,0.211592500000000,0.248992500000000
202,1,0.202820000000000,0.204140000000000,0.258700000000000,0.207605000000000,0.211070000000000,0.220420000000000,0.236700000000000,0.267142500000000,0.213077500000000,0.219127500000000,0.230705000000000,0.211482500000000,0.221052500000000,0.202105000000000,0.229082500000000,0.213847500000000,0.201032500000000,0.214370000000000,0.211757500000000,0.209832500000000,0.231805000000000,0.276107500000000
203,1,0.225012500000000,0.203975000000000,0.321647500000000,0.247782500000000,0.192260000000000,0.220667500000000,0.267665000000000,0.292580000000000,0.213297500000000,0.193882500000000,0.210850000000000,0.225397500000000,0.225535000000000,0.211895000000000,0.299537500000000,0.263870000000000,0.219925000000000,0.232327500000000,nan,0.226167500000000,0.276960000000000,0.323297500000000
204,1,0.192315000000000,0.174467500000000,0.203012500000000,0.214562500000000,0.189372500000000,0.190692500000000,0.203205000000000,0.224160000000000,0.169407500000000,0.168582500000000,0.170452500000000,0.176777500000000,0.192122500000000,0.182800000000000,0.233070000000000,0.214342500000000,0.201225000000000,0.210080000000000,0.200620000000000,0.210080000000000,0.228697500000000,0.281167500000000
205,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
206,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
207,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
208,1,0.194377500000000,0.190170000000000,0.213517500000000,0.200592500000000,0.194955000000000,0.216405000000000,0.213490000000000,nan,0.219622500000000,nan,0.214040000000000,nan,0.212005000000000,0.207935000000000,0.243382500000000,0.226937500000000,0.215387500000000,0.114957500000000,0.214782500000000,0.178510000000000,0.219925000000000,0.241787500000000
209,1,0.206780000000000,0.194185000000000,0.202572500000000,0.194652500000000,0.204910000000000,0.205735000000000,0.199162500000000,0.209777500000000,nan,0.181122500000000,0.186210000000000,nan,0.204277500000000,0.205377500000000,0.215827500000000,nan,0.208650000000000,0.209860000000000,0.204442500000000,nan,0.220200000000000,0.238185000000000
210,1,0.169682500000000,0.147875000000000,0.203645000000000,0.191022500000000,0.182855000000000,0.193910000000000,nan,0.226965000000000,0.212142500000000,0.198420000000000,nan,0.200592500000000,0.207247500000000,0.194707500000000,nan,0.208925000000000,0.196797500000000,0.204965000000000,0.214920000000000,0.201912500000000,0.219320000000000,0.227597500000000
211,1,0.169325000000000,0.154090000000000,0.203067500000000,0.187557500000000,0.166822500000000,0.186210000000000,0.206835000000000,nan,0.219925000000000,nan,0.214315000000000,0.204250000000000,0.212775000000000,0.192397500000000,0.222867500000000,0.227350000000000,0.215717500000000,0.219265000000000,0.225672500000000,0.228835000000000,0.219842500000000,0.246077500000000
212,1,0.161900000000000,0.167427500000000,0.269920000000000,0.194212500000000,0.166822500000000,nan,0.202737500000000,0.245527500000000,0.157885000000000,0.146857500000000,0.161982500000000,0.165750000000000,0.173862500000000,0.159425000000000,0.253942500000000,0.231255000000000,0.192782500000000,nan,0.199877500000000,0.190307500000000,0.222840000000000,0.279352500000000
213,1,0.207000000000000,0.210520000000000,0.220200000000000,0.231475000000000,0.217477500000000,0.209475000000000,nan,0.223775000000000,0.205817500000000,0.198447500000000,nan,0.211950000000000,0.217202500000000,nan,0.233290000000000,0.232465000000000,nan,nan,0.237717500000000,0.237882500000000,0.224435000000000,0.231557500000000
214,1,0.213407500000000,0.210465000000000,0.216267500000000,0.217615000000000,0.207825000000000,0.205460000000000,nan,0.230375000000000,0.201747500000000,0.193332500000000,nan,0.197347500000000,0.212115000000000,nan,nan,0.222455000000000,0.200730000000000,0.209750000000000,0.188932500000000,0.198420000000000,0.195257500000000,0.207137500000000
215,1,0.191682500000000,0.197237500000000,0.223885000000000,0.177960000000000,0.192342500000000,0.167675000000000,0.217945000000000,0.227487500000000,nan,0.193717500000000,0.202325000000000,nan,0.195477500000000,0.185495000000000,0.232630000000000,0.208897500000000,0.193332500000000,0.205267500000000,0.204195000000000,0.209447500000000,0.219705000000000,0.234857500000000
216,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
217,1,0.202847500000000,0.200702500000000,0.227322500000000,0.197897500000000,0.195450000000000,0.194405000000000,0.199080000000000,0.220035000000000,0.187420000000000,0.176750000000000,0.186375000000000,0.193992500000000,nan,0.198997500000000,0.229522500000000,0.209475000000000,0.197375000000000,0.205542500000000,0.167345000000000,0.167207500000000,0.191242500000000,0.242035000000000
218,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
