OID_,CID,L7_20140124_R,L7_20140209_R,L7_20140313_R,L7_20141023_R,L7_20141210_R,L7_20150127_R,L7_20150212_R,L7_20170116_R,L7_20170201_R,L7_20170508_R,L7_20171202_R,L7_20180308_R,L7_20181205_R,L7_20200125_R,L7_20201124_R,L7_20201210_R,L7_20211127_R,L7_20211229_R,L7_20220114_R,L7_20220404_R,L7_20221024_R,L7_20221202_R,L7_20221214_R,L7_20221219_R,L7_20230319_R,L7_20230324_R,L7_20230916_R,L7_20230921_R
42,1,0.045300000000000,0.038837500000000,nan,0.033777500000000,0.042357500000000,0.042027500000000,0.044667500000000,0.047527500000000,0.036417500000000,0.042110000000000,nan,0.038452500000000,0.035427500000000,0.033777500000000,nan,0.038315000000000,0.026627500000000,0.026985000000000,0.028855000000000,0.027892500000000,0.023135000000000,nan,nan,0.027892500000000,0.033145000000000,nan,nan,0.018350000000000
43,1,0.032457500000000,0.032457500000000,0.036115000000000,0.028085000000000,0.029817500000000,0.027727500000000,0.033860000000000,0.031165000000000,0.029460000000000,0.052670000000000,0.031440000000000,nan,0.072992500000000,0.091032500000000,0.044942500000000,0.049095000000000,0.029625000000000,0.027672500000000,0.025225000000000,0.038837500000000,0.025582500000000,nan,0.021842500000000,0.019065000000000,nan,nan,0.016975000000000,nan
44,1,0.035042500000000,0.034657500000000,0.041587500000000,0.015215000000000,0.032457500000000,0.032292500000000,0.033090000000000,0.044200000000000,0.031715000000000,0.035262500000000,0.028855000000000,0.040350000000000,0.024812500000000,0.026022500000000,0.023767500000000,0.028910000000000,0.026352500000000,0.028332500000000,0.028745000000000,0.023630000000000,0.034025000000000,nan,0.046895000000000,nan,0.032127500000000,nan,0.030367500000000,0.029130000000000
45,1,0.020385000000000,0.020660000000000,0.024895000000000,0.015820000000000,0.020990000000000,nan,0.021622500000000,nan,nan,0.032842500000000,0.018322500000000,0.024675000000000,0.020110000000000,0.023025000000000,0.020715000000000,0.019972500000000,0.022667500000000,0.028167500000000,0.018130000000000,0.026325000000000,0.025995000000000,nan,0.024895000000000,0.019065000000000,0.032320000000000,nan,0.011090000000000,0.023190000000000
46,1,0.045547500000000,0.050277500000000,0.056272500000000,0.033750000000000,0.031990000000000,nan,0.045465000000000,nan,nan,0.063615000000000,0.036335000000000,0.054100000000000,0.025142500000000,0.031192500000000,0.026077500000000,0.038947500000000,0.037847500000000,0.024977500000000,0.032402500000000,0.034437500000000,0.057235000000000,nan,0.075577500000000,0.054622500000000,0.060755000000000,nan,0.051047500000000,0.066447500000000
47,1,0.024785000000000,0.014032500000000,nan,0.015627500000000,0.018955000000000,0.022337500000000,0.022915000000000,0.021980000000000,0.024180000000000,0.037462500000000,nan,0.026655000000000,0.022722500000000,0.023520000000000,nan,0.022942500000000,0.026105000000000,0.030917500000000,0.025225000000000,0.043045000000000,0.033062500000000,nan,nan,0.041175000000000,0.034987500000000,nan,nan,0.028085000000000
48,1,0.032485000000000,0.036692500000000,0.044695000000000,0.029900000000000,0.031577500000000,0.036692500000000,0.041945000000000,0.055282500000000,nan,0.071315000000000,0.042880000000000,nan,0.035400000000000,0.035345000000000,0.033970000000000,0.031990000000000,0.035922500000000,0.027287500000000,0.032375000000000,0.034630000000000,0.029295000000000,nan,0.025115000000000,0.019010000000000,0.029900000000000,nan,0.025142500000000,nan
49,1,0.055475000000000,0.038865000000000,0.049040000000000,0.037985000000000,0.047445000000000,0.049205000000000,0.061167500000000,0.047032500000000,0.045712500000000,0.052697500000000,0.030450000000000,0.041835000000000,0.020027500000000,0.025445000000000,0.017855000000000,0.028882500000000,0.022090000000000,0.010237500000000,0.021732500000000,0.021787500000000,0.012080000000000,nan,0.019807500000000,nan,0.017992500000000,nan,0.011007500000000,0.008890000000000
50,1,0.024840000000000,nan,nan,0.025582500000000,0.027095000000000,0.024977500000000,0.033117500000000,0.035840000000000,0.022007500000000,nan,nan,0.031770000000000,0.022612500000000,0.028662500000000,nan,0.026517500000000,0.028580000000000,0.023327500000000,0.025252500000000,0.029625000000000,0.022502500000000,nan,nan,0.027947500000000,0.026435000000000,nan,nan,0.028002500000000
51,1,nan,nan,nan,0.023630000000000,0.037325000000000,0.032017500000000,0.049700000000000,0.048655000000000,0.048022500000000,nan,nan,0.042192500000000,nan,0.036280000000000,nan,0.035675000000000,nan,0.031385000000000,nan,0.030092500000000,0.023300000000000,nan,nan,nan,0.035070000000000,nan,nan,0.018487500000000
52,1,0.032952500000000,nan,nan,0.025665000000000,0.029047500000000,0.029487500000000,0.035207500000000,0.033145000000000,0.031632500000000,nan,nan,0.040350000000000,nan,0.033612500000000,nan,0.029625000000000,0.028910000000000,0.024345000000000,nan,0.036857500000000,0.031550000000000,nan,nan,0.019120000000000,0.026517500000000,nan,nan,0.018487500000000
53,1,nan,0.032045000000000,0.039910000000000,0.023382500000000,0.029845000000000,0.032320000000000,0.034630000000000,0.036692500000000,0.031797500000000,0.051377500000000,0.028745000000000,0.039910000000000,0.020247500000000,0.026325000000000,0.025995000000000,nan,nan,0.023272500000000,0.032375000000000,nan,0.025335000000000,nan,nan,nan,0.026187500000000,nan,nan,0.028030000000000
54,1,0.024510000000000,0.024537500000000,0.020330000000000,0.017497500000000,0.026572500000000,0.024922500000000,nan,0.022365000000000,0.017497500000000,0.028525000000000,0.023547500000000,0.022090000000000,0.025225000000000,0.020907500000000,0.022887500000000,0.017415000000000,0.019560000000000,nan,0.021650000000000,0.025005000000000,0.022310000000000,nan,0.025500000000000,0.023492500000000,0.020385000000000,nan,0.021210000000000,0.018432500000000
55,1,nan,nan,0.025967500000000,0.017937500000000,nan,0.019175000000000,0.026160000000000,0.037655000000000,0.033365000000000,nan,nan,0.033557500000000,nan,0.020632500000000,0.023437500000000,nan,nan,0.030422500000000,nan,nan,0.020495000000000,nan,0.020385000000000,nan,0.021017500000000,nan,nan,0.018377500000000
56,1,0.030065000000000,0.027782500000000,0.034245000000000,0.025610000000000,0.027232500000000,0.029817500000000,0.030752500000000,0.044310000000000,0.027095000000000,0.041532500000000,0.026380000000000,0.040735000000000,0.024702500000000,0.023382500000000,0.031770000000000,0.037105000000000,0.032815000000000,0.031880000000000,0.032320000000000,0.028112500000000,0.025637500000000,nan,0.037022500000000,nan,0.032347500000000,nan,0.023657500000000,0.024427500000000
57,1,0.025582500000000,0.021375000000000,0.026847500000000,0.021650000000000,0.024482500000000,0.022310000000000,nan,0.030285000000000,0.024510000000000,0.032320000000000,0.023685000000000,0.030670000000000,0.022750000000000,0.031330000000000,0.023602500000000,0.034327500000000,0.032402500000000,nan,0.032402500000000,0.034437500000000,0.025417500000000,nan,nan,0.027892500000000,0.032677500000000,nan,nan,0.013977500000000
58,1,0.025005000000000,0.032320000000000,0.033667500000000,0.021402500000000,0.024097500000000,0.027342500000000,0.038012500000000,0.029322500000000,nan,0.050360000000000,0.031220000000000,0.031935000000000,0.030037500000000,0.033860000000000,0.034080000000000,0.033750000000000,0.032127500000000,0.027260000000000,0.021650000000000,0.025390000000000,0.028002500000000,nan,0.025555000000000,0.028030000000000,nan,nan,0.019807500000000,nan
59,1,0.032732500000000,0.039167500000000,0.043182500000000,0.033777500000000,0.032237500000000,0.039607500000000,0.032870000000000,0.039442500000000,0.027012500000000,0.046015000000000,0.031000000000000,0.041862500000000,0.025197500000000,0.026050000000000,0.017965000000000,0.024262500000000,0.081187500000000,0.063340000000000,0.092737500000000,nan,0.070435000000000,nan,0.090840000000000,nan,0.069417500000000,nan,0.037655000000000,0.037600000000000
60,1,0.020275000000000,0.023190000000000,0.022420000000000,0.021787500000000,0.021512500000000,nan,0.023492500000000,0.028470000000000,0.029487500000000,0.050470000000000,0.031165000000000,0.033227500000000,0.017497500000000,0.023547500000000,0.018075000000000,0.021457500000000,0.031797500000000,0.023465000000000,0.028882500000000,0.032347500000000,0.022585000000000,nan,0.020247500000000,0.014692500000000,0.020935000000000,nan,0.017085000000000,0.023492500000000
61,1,nan,0.023052500000000,0.022915000000000,0.017332500000000,nan,0.027315000000000,0.025582500000000,0.023107500000000,0.103792500000000,0.161487500000000,0.086715000000000,0.114902500000000,0.075467500000000,0.067630000000000,0.039415000000000,nan,nan,0.034630000000000,nan,nan,0.025142500000000,nan,nan,nan,0.028882500000000,nan,nan,0.023355000000000
62,1,nan,nan,nan,0.015572500000000,0.023162500000000,0.024235000000000,0.029955000000000,0.029212500000000,0.018185000000000,nan,nan,0.023740000000000,nan,0.022035000000000,nan,0.019532500000000,nan,0.023107500000000,nan,0.025362500000000,0.017800000000000,nan,nan,nan,0.024510000000000,nan,nan,0.023300000000000
63,1,0.022392500000000,0.020770000000000,0.022860000000000,0.017360000000000,0.026710000000000,0.019890000000000,0.030285000000000,0.031220000000000,nan,0.040982500000000,0.031165000000000,0.032815000000000,0.032540000000000,0.020880000000000,0.017882500000000,0.024840000000000,0.019587500000000,0.023575000000000,0.018047500000000,0.018845000000000,0.016645000000000,nan,0.025747500000000,0.023575000000000,nan,nan,0.012987500000000,nan
64,1,0.032897500000000,0.033970000000000,0.041367500000000,0.023657500000000,0.023795000000000,nan,0.035152500000000,nan,0.031770000000000,0.042495000000000,0.030807500000000,0.040020000000000,0.022612500000000,0.028222500000000,0.015187500000000,0.032540000000000,0.034575000000000,0.017552500000000,0.025280000000000,0.023767500000000,0.023052500000000,nan,0.035097500000000,0.028002500000000,0.026572500000000,nan,0.017415000000000,0.018542500000000
65,1,0.020027500000000,0.020605000000000,0.026380000000000,0.019505000000000,0.018817500000000,0.017057500000000,0.021375000000000,0.032925000000000,0.022255000000000,0.036445000000000,0.020880000000000,0.026765000000000,0.022667500000000,0.036115000000000,0.023382500000000,0.031687500000000,0.034685000000000,0.014390000000000,0.021650000000000,nan,0.023052500000000,nan,0.024812500000000,nan,0.024537500000000,nan,0.017525000000000,0.018487500000000
66,1,nan,nan,0.043512500000000,0.031935000000000,nan,0.031825000000000,0.042412500000000,0.092435000000000,0.096807500000000,nan,nan,0.082425000000000,nan,0.065100000000000,0.050442500000000,nan,nan,0.040762500000000,nan,0.048022500000000,0.031385000000000,nan,nan,nan,0.043760000000000,nan,nan,0.018625000000000
