OID_,CID,L7_20140124_NIR,L7_20140209_NIR,L7_20140313_NIR,L7_20141023_NIR,L7_20141210_NIR,L7_20150127_NIR,L7_20150212_NIR,L7_20170116_NIR,L7_20170201_NIR,L7_20170508_NIR,L7_20171202_NIR,L7_20180308_NIR,L7_20181205_NIR,L7_20200125_NIR,L7_20201124_NIR,L7_20201210_NIR,L7_20211127_NIR,L7_20211229_NIR,L7_20220114_NIR,L7_20220404_NIR,L7_20221024_NIR,L7_20221202_NIR,L7_20221214_NIR,L7_20221219_NIR,L7_20230319_NIR,L7_20230324_NIR,L7_20230916_NIR,L7_20230921_NIR
137,1,0.201582500000000,0.199905000000000,0.201500000000000,0.209997500000000,0.207055000000000,0.200482500000000,0.202820000000000,0.216707500000000,nan,0.280287500000000,0.204662500000000,0.221437500000000,0.195010000000000,0.204800000000000,0.203370000000000,0.209035000000000,0.203617500000000,0.186870000000000,0.193717500000000,0.192177500000000,0.278830000000000,nan,0.256830000000000,0.233207500000000,0.248635000000000,nan,0.317275000000000,nan
138,1,0.218770000000000,0.200345000000000,nan,0.214095000000000,0.217367500000000,0.207247500000000,0.215635000000000,0.226992500000000,0.212060000000000,0.252430000000000,nan,0.161597500000000,0.129587500000000,0.180022500000000,nan,0.219457500000000,0.203562500000000,0.181727500000000,0.188987500000000,0.191985000000000,0.204085000000000,nan,nan,0.180765000000000,0.173395000000000,nan,nan,0.219347500000000
139,1,0.194872500000000,0.191187500000000,0.205487500000000,0.210135000000000,0.189400000000000,0.176832500000000,nan,0.209337500000000,0.199300000000000,0.332537500000000,0.197925000000000,0.213627500000000,0.177932500000000,0.176447500000000,0.188245000000000,0.200290000000000,0.204002500000000,nan,0.193772500000000,0.224655000000000,0.210465000000000,nan,0.201912500000000,0.192507500000000,0.211455000000000,nan,0.246875000000000,0.219677500000000
140,1,0.180242500000000,0.164952500000000,0.197127500000000,0.239285000000000,0.181480000000000,nan,0.192177500000000,nan,nan,0.272477500000000,0.210850000000000,0.204607500000000,0.222290000000000,0.197347500000000,0.216955000000000,0.240907500000000,0.240247500000000,0.206257500000000,0.216900000000000,0.251715000000000,0.246242500000000,nan,0.241732500000000,0.226800000000000,0.222565000000000,nan,0.260542500000000,0.251962500000000
141,1,0.263897500000000,0.253942500000000,0.267775000000000,nan,0.253667500000000,0.254520000000000,0.251577500000000,0.277950000000000,0.273770000000000,0.373485000000000,0.261615000000000,0.281387500000000,0.250010000000000,nan,0.251825000000000,0.270305000000000,0.274815000000000,0.248222500000000,0.245830000000000,0.289197500000000,0.254107500000000,nan,0.263732500000000,nan,0.267857500000000,nan,0.282020000000000,0.266647500000000
142,1,0.191270000000000,0.184780000000000,0.194047500000000,0.197650000000000,0.193140000000000,0.183762500000000,0.186870000000000,0.206065000000000,0.186430000000000,0.245252500000000,0.194460000000000,0.193827500000000,0.122822500000000,0.194487500000000,0.195697500000000,0.196742500000000,0.195477500000000,0.183267500000000,0.179610000000000,nan,0.209970000000000,nan,0.222950000000000,nan,0.198392500000000,nan,0.154860000000000,0.145482500000000
143,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
144,1,0.236177500000000,0.225260000000000,0.232355000000000,nan,0.235242500000000,0.227625000000000,0.234362500000000,0.250917500000000,0.231557500000000,0.253832500000000,0.237057500000000,0.224847500000000,0.240082500000000,nan,0.228945000000000,0.215937500000000,0.233400000000000,0.222977500000000,0.222372500000000,0.233097500000000,0.235545000000000,nan,0.236562500000000,nan,0.217752500000000,nan,0.240880000000000,0.233372500000000
145,1,nan,nan,0.201280000000000,0.201582500000000,0.196880000000000,0.183735000000000,0.186650000000000,0.208567500000000,0.205735000000000,nan,nan,0.205597500000000,nan,0.198255000000000,nan,nan,nan,0.141275000000000,nan,0.150185000000000,0.222207500000000,nan,nan,nan,0.135885000000000,nan,nan,0.219650000000000
146,1,0.207302500000000,0.199822500000000,0.201142500000000,0.213875000000000,0.213930000000000,nan,0.202242500000000,nan,nan,0.248277500000000,0.200867500000000,0.200977500000000,0.208732500000000,0.201225000000000,0.202792500000000,0.222097500000000,0.203425000000000,0.186870000000000,0.188795000000000,0.196220000000000,0.216350000000000,nan,0.215387500000000,0.186347500000000,0.198172500000000,nan,0.211235000000000,nan
147,1,nan,nan,0.170397500000000,0.197485000000000,nan,0.163302500000000,0.167427500000000,0.173092500000000,0.166850000000000,nan,nan,0.185687500000000,nan,0.165777500000000,nan,nan,nan,0.115315000000000,nan,0.205570000000000,0.185715000000000,nan,nan,nan,0.179967500000000,nan,nan,0.212637500000000
148,1,0.180050000000000,0.180820000000000,0.193470000000000,0.193112500000000,0.175100000000000,0.173532500000000,0.189317500000000,0.183735000000000,0.179802500000000,0.245802500000000,0.158352500000000,0.189785000000000,0.157307500000000,0.172927500000000,0.206312500000000,0.221685000000000,0.220970000000000,0.197485000000000,0.207935000000000,nan,0.247370000000000,nan,0.257545000000000,nan,0.210795000000000,nan,0.253805000000000,0.239642500000000
149,1,nan,0.197182500000000,0.201362500000000,0.218522500000000,nan,0.187007500000000,0.186787500000000,0.223582500000000,0.205652500000000,0.245912500000000,0.204717500000000,0.209282500000000,0.202242500000000,0.204937500000000,0.214260000000000,nan,nan,0.212555000000000,0.203315000000000,nan,0.235297500000000,nan,nan,nan,0.224077500000000,nan,nan,0.152385000000000
150,1,0.201390000000000,0.203837500000000,0.205625000000000,nan,0.203810000000000,0.201032500000000,0.206395000000000,0.242530000000000,0.222097500000000,0.301600000000000,0.219485000000000,0.226030000000000,0.157362500000000,nan,0.221685000000000,0.237772500000000,0.237002500000000,0.235792500000000,0.222235000000000,0.237470000000000,0.259222500000000,nan,0.257352500000000,0.233455000000000,0.248195000000000,nan,0.274870000000000,0.246325000000000
151,1,nan,0.206587500000000,0.213022500000000,0.227185000000000,nan,0.210767500000000,0.212967500000000,0.251770000000000,0.241265000000000,0.253585000000000,0.222840000000000,0.224847500000000,nan,0.233482500000000,0.225535000000000,nan,nan,0.222922500000000,nan,0.224380000000000,0.247782500000000,nan,nan,nan,0.236975000000000,nan,nan,0.259635000000000
152,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
153,1,nan,nan,0.201445000000000,0.214205000000000,nan,0.190335000000000,0.202710000000000,0.206092500000000,0.202737500000000,nan,nan,0.205982500000000,nan,0.183762500000000,0.169517500000000,nan,nan,0.172515000000000,nan,nan,0.203562500000000,nan,0.215855000000000,nan,0.210795000000000,nan,nan,0.212830000000000
154,1,0.177162500000000,0.165117500000000,0.181810000000000,0.192920000000000,0.199520000000000,0.193497500000000,0.195780000000000,0.212032500000000,0.195862500000000,0.238625000000000,0.190142500000000,nan,0.188355000000000,0.186980000000000,0.187997500000000,0.199575000000000,0.194900000000000,0.176447500000000,0.188877500000000,0.201060000000000,0.191572500000000,nan,0.180737500000000,0.168967500000000,nan,nan,0.212032500000000,nan
155,1,nan,nan,0.201307500000000,0.227350000000000,0.217670000000000,0.200482500000000,0.206587500000000,0.220365000000000,0.208897500000000,nan,nan,0.217560000000000,nan,0.201500000000000,nan,0.179335000000000,nan,0.187145000000000,nan,0.224957500000000,0.222675000000000,nan,nan,nan,0.217890000000000,nan,nan,0.212555000000000
156,1,0.190252500000000,0.187062500000000,0.204992500000000,0.209612500000000,0.213655000000000,0.207000000000000,0.208677500000000,0.205322500000000,0.189372500000000,0.244372500000000,0.186457500000000,0.200840000000000,0.174302500000000,0.257737500000000,0.217835000000000,0.239037500000000,0.174055000000000,0.145840000000000,0.155602500000000,0.186925000000000,0.253447500000000,nan,0.215195000000000,nan,0.198145000000000,nan,0.266867500000000,0.252760000000000
157,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
158,1,0.184230000000000,0.184532500000000,0.209145000000000,0.223197500000000,0.189097500000000,0.180407500000000,0.190115000000000,0.197265000000000,0.186375000000000,0.367627500000000,0.187227500000000,nan,0.203150000000000,0.180325000000000,0.203535000000000,0.155162500000000,0.195312500000000,0.177162500000000,0.170287500000000,0.294175000000000,0.204525000000000,0.181535000000000,0.202187500000000,0.163467500000000,0.288207500000000,nan,0.255647500000000,0.239257500000000
159,1,0.156455000000000,0.146555000000000,0.154970000000000,0.201665000000000,0.175595000000000,nan,0.170590000000000,nan,nan,0.322720000000000,0.169352500000000,0.178235000000000,0.146912500000000,0.166052500000000,0.188245000000000,0.180682500000000,0.195450000000000,0.162175000000000,0.160497500000000,0.228560000000000,0.203507500000000,nan,0.188052500000000,0.157280000000000,0.216955000000000,nan,0.246600000000000,0.226222500000000
160,1,0.180737500000000,0.165750000000000,0.178042500000000,0.201610000000000,0.200235000000000,0.187090000000000,0.186622500000000,0.212912500000000,0.202517500000000,0.224325000000000,0.194460000000000,0.193662500000000,0.174522500000000,0.208815000000000,0.214315000000000,0.230100000000000,0.225040000000000,0.208732500000000,0.212692500000000,nan,0.240522500000000,nan,0.243712500000000,nan,0.217092500000000,nan,0.253750000000000,0.239752500000000
161,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
162,1,nan,0.146527500000000,0.193580000000000,0.210492500000000,nan,0.153265000000000,0.160965000000000,0.165530000000000,0.153980000000000,0.353657500000000,0.162092500000000,0.233565000000000,0.182332500000000,0.155300000000000,0.169710000000000,nan,nan,0.120540000000000,nan,0.257215000000000,0.179665000000000,nan,nan,nan,0.250312500000000,nan,nan,0.205790000000000
163,1,0.187612500000000,0.184422500000000,0.201445000000000,0.210025000000000,0.192645000000000,0.193717500000000,0.199712500000000,0.209172500000000,0.192672500000000,0.292800000000000,0.197430000000000,nan,0.202297500000000,0.187145000000000,0.199217500000000,0.203755000000000,0.203700000000000,0.186925000000000,0.179555000000000,0.210190000000000,0.229027500000000,nan,0.187860000000000,0.157335000000000,nan,nan,0.219155000000000,nan
164,1,0.216267500000000,0.203177500000000,0.212857500000000,0.273165000000000,0.227515000000000,nan,0.216515000000000,nan,nan,0.311115000000000,0.226360000000000,0.264860000000000,0.198585000000000,0.219100000000000,0.232685000000000,0.195340000000000,0.271350000000000,0.212445000000000,0.217642500000000,0.299235000000000,0.272340000000000,0.240192500000000,0.270800000000000,0.227735000000000,0.280562500000000,nan,0.298025000000000,0.278445000000000
165,1,0.177190000000000,0.178125000000000,0.193497500000000,0.180572500000000,0.171415000000000,0.163247500000000,0.170727500000000,0.209145000000000,0.195917500000000,0.289252500000000,0.179637500000000,0.193800000000000,0.184972500000000,0.172900000000000,0.176887500000000,0.184065000000000,0.182827500000000,0.161322500000000,0.170012500000000,nan,0.191902500000000,nan,0.174082500000000,nan,0.186375000000000,nan,nan,0.192590000000000
166,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
167,1,0.204497500000000,0.196522500000000,0.201170000000000,nan,0.206560000000000,0.210355000000000,0.208622500000000,0.209200000000000,0.202242500000000,0.247260000000000,0.200867500000000,0.201252500000000,0.198722500000000,nan,0.206312500000000,0.226415000000000,0.219732500000000,0.206670000000000,0.212417500000000,0.232960000000000,0.234637500000000,nan,0.248992500000000,0.221327500000000,0.235875000000000,nan,0.261010000000000,0.239037500000000
168,1,0.239367500000000,0.235572500000000,0.244070000000000,nan,0.224875000000000,0.221025000000000,0.221767500000000,0.239147500000000,0.228697500000000,0.302617500000000,0.223170000000000,0.225342500000000,0.164045000000000,0.226910000000000,0.217972500000000,0.213435000000000,0.236617500000000,0.219457500000000,0.212472500000000,0.265107500000000,0.240082500000000,nan,0.236425000000000,nan,0.254052500000000,nan,0.267115000000000,0.246160000000000
169,1,0.229522500000000,0.222730000000000,0.241017500000000,0.235242500000000,0.232822500000000,0.224710000000000,nan,0.246490000000000,0.239395000000000,0.336442500000000,0.219760000000000,0.234335000000000,0.140010000000000,0.220007500000000,0.259112500000000,0.271020000000000,0.270635000000000,nan,0.245775000000000,0.289032500000000,0.265245000000000,nan,0.292057500000000,0.245005000000000,0.266345000000000,nan,0.309822500000000,0.266427500000000
170,1,0.205157500000000,0.209997500000000,0.217422500000000,0.205790000000000,0.196577500000000,0.194377500000000,nan,0.206395000000000,0.193525000000000,0.260157500000000,0.187612500000000,0.202517500000000,0.119412500000000,0.180242500000000,0.188437500000000,0.200840000000000,0.203865000000000,nan,0.189207500000000,0.205460000000000,0.228450000000000,nan,0.216102500000000,0.180875000000000,0.217257500000000,nan,0.246627500000000,0.226332500000000
171,1,nan,0.146280000000000,0.154722500000000,0.218302500000000,nan,0.156455000000000,0.157747500000000,0.184037500000000,0.176530000000000,0.302260000000000,0.165392500000000,0.173835000000000,nan,0.172845000000000,0.199135000000000,nan,nan,0.171470000000000,nan,nan,0.222757500000000,nan,nan,nan,0.179940000000000,nan,nan,0.219320000000000
172,1,0.187227500000000,0.193332500000000,0.201225000000000,0.201555000000000,0.192645000000000,nan,0.202297500000000,nan,nan,0.290710000000000,0.201142500000000,0.213270000000000,0.188107500000000,0.183515000000000,0.184367500000000,0.188685000000000,0.186842500000000,0.161295000000000,0.150927500000000,0.219815000000000,0.210272500000000,nan,0.180875000000000,0.163027500000000,0.217147500000000,nan,0.232602500000000,0.226167500000000
173,1,0.187887500000000,0.187695000000000,0.201472500000000,0.223197500000000,0.193030000000000,nan,0.193415000000000,0.193937500000000,0.189565000000000,0.301325000000000,0.194267500000000,0.205817500000000,0.206422500000000,0.194322500000000,0.195725000000000,0.175622500000000,0.200070000000000,0.187227500000000,0.194020000000000,0.271240000000000,0.216900000000000,0.192150000000000,0.222922500000000,0.186925000000000,0.256252500000000,nan,0.255372500000000,0.232822500000000
174,1,0.201390000000000,0.193855000000000,0.193525000000000,0.209942500000000,0.217560000000000,0.203837500000000,0.209557500000000,0.216515000000000,0.208870000000000,0.240687500000000,0.193965000000000,0.193800000000000,0.202132500000000,0.204827500000000,0.199135000000000,0.212885000000000,0.203727500000000,0.197072500000000,0.198475000000000,nan,0.179610000000000,nan,0.180875000000000,nan,0.180105000000000,nan,nan,0.132007500000000
175,1,0.173807500000000,0.168582500000000,0.178015000000000,0.210327500000000,0.182195000000000,nan,0.174027500000000,nan,nan,0.284330000000000,0.197815000000000,0.185495000000000,0.195285000000000,0.197925000000000,0.195697500000000,0.223857500000000,0.216652500000000,0.207467500000000,0.222372500000000,0.205680000000000,0.247700000000000,nan,0.257077500000000,0.233565000000000,0.211675000000000,nan,0.262165000000000,0.233070000000000
176,1,0.215745000000000,0.206560000000000,0.213187500000000,0.227212500000000,0.217862500000000,0.190500000000000,0.200015000000000,0.241485000000000,0.218577500000000,0.249790000000000,0.226497500000000,0.217642500000000,0.250477500000000,0.222840000000000,0.225507500000000,0.199520000000000,0.242145000000000,0.228065000000000,0.236590000000000,nan,0.234940000000000,nan,0.263677500000000,nan,0.230292500000000,nan,nan,0.252732500000000
177,1,0.121530000000000,0.133547500000000,0.119660000000000,0.197265000000000,0.174550000000000,0.132447500000000,0.147462500000000,0.194487500000000,0.179500000000000,0.236782500000000,0.189977500000000,nan,0.181040000000000,0.208045000000000,0.213352500000000,0.215635000000000,0.215360000000000,0.221355000000000,0.207440000000000,0.200455000000000,0.221740000000000,nan,0.241897500000000,0.226800000000000,0.197980000000000,nan,0.246407500000000,nan
178,1,0.225782500000000,0.218797500000000,0.232272500000000,0.264640000000000,0.231667500000000,0.231007500000000,0.237057500000000,0.236507500000000,0.231585000000000,0.257380000000000,0.222757500000000,0.228862500000000,0.243465000000000,0.212005000000000,0.277317500000000,0.248442500000000,0.250120000000000,0.233180000000000,0.236700000000000,0.238212500000000,0.173422500000000,nan,0.181260000000000,nan,0.167592500000000,nan,0.297667500000000,0.280452500000000
179,1,0.163522500000000,0.149690000000000,0.170672500000000,0.176557500000000,0.157555000000000,0.153320000000000,nan,0.170012500000000,0.167125000000000,0.276987500000000,0.154997500000000,0.190197500000000,0.108962500000000,0.155327500000000,nan,0.163907500000000,0.166080000000000,nan,0.136820000000000,0.232987500000000,0.191490000000000,nan,nan,0.151477500000000,0.223170000000000,nan,nan,0.219512500000000
180,1,nan,0.168665000000000,0.170370000000000,0.189070000000000,nan,0.170260000000000,0.176832500000000,0.198750000000000,0.189620000000000,0.291095000000000,0.183597500000000,0.186045000000000,0.115865000000000,0.194570000000000,0.206807500000000,nan,nan,0.198777500000000,nan,nan,0.246957500000000,nan,0.250752500000000,nan,0.210850000000000,nan,nan,0.259937500000000
181,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
182,1,0.204882500000000,0.197237500000000,0.189730000000000,0.214232500000000,0.221520000000000,nan,nan,nan,0.209035000000000,0.248607500000000,0.205157500000000,0.193717500000000,0.150350000000000,0.162422500000000,0.124747500000000,0.130907500000000,0.136600000000000,nan,0.108220000000000,0.145675000000000,0.160470000000000,nan,0.153292500000000,0.133795000000000,0.160580000000000,nan,0.197100000000000,0.192562500000000
183,1,0.211922500000000,0.203672500000000,0.213325000000000,0.222922500000000,0.221712500000000,0.197870000000000,0.205872500000000,0.251880000000000,0.238267500000000,0.252760000000000,0.219347500000000,0.221300000000000,0.185110000000000,0.226580000000000,0.229467500000000,0.245362500000000,0.246600000000000,0.224132500000000,0.236782500000000,nan,0.166740000000000,nan,0.153650000000000,nan,0.129697500000000,nan,0.090812500000000,0.098182500000000
184,1,nan,0.152605000000000,0.150817500000000,0.201417500000000,nan,0.159782500000000,0.180077500000000,0.208897500000000,0.195862500000000,0.286805000000000,0.158077500000000,0.181342500000000,0.157252500000000,0.176337500000000,0.187970000000000,nan,nan,0.181590000000000,nan,nan,0.228670000000000,nan,nan,nan,0.242392500000000,nan,nan,0.219127500000000
185,1,0.214755000000000,0.209200000000000,0.220502500000000,0.230512500000000,0.217092500000000,0.213655000000000,0.218192500000000,0.230430000000000,0.221685000000000,0.265245000000000,0.147462500000000,nan,0.160497500000000,0.165640000000000,0.169215000000000,0.189262500000000,0.169957500000000,0.156042500000000,0.155630000000000,0.209640000000000,0.210135000000000,nan,0.173752500000000,0.151230000000000,nan,nan,0.225700000000000,nan
186,1,0.232217500000000,0.215277500000000,0.216542500000000,nan,0.241760000000000,0.230595000000000,0.237305000000000,0.220172500000000,0.208677500000000,0.226332500000000,0.218385000000000,0.216735000000000,0.205432500000000,nan,0.221162500000000,0.247837500000000,0.232217500000000,0.226992500000000,0.236067500000000,0.214755000000000,0.240687500000000,nan,0.248937500000000,nan,0.223335000000000,nan,0.225700000000000,0.205927500000000
187,1,0.215250000000000,0.215882500000000,0.224985000000000,0.218632500000000,0.214260000000000,0.207302500000000,0.215690000000000,0.240962500000000,0.228312500000000,0.294092500000000,0.219155000000000,0.224627500000000,0.164237500000000,0.204910000000000,0.217890000000000,0.220227500000000,0.220970000000000,0.197402500000000,0.203370000000000,0.224105000000000,0.222895000000000,nan,0.236645000000000,nan,0.217175000000000,nan,0.240467500000000,0.226332500000000
188,1,0.118230000000000,0.108412500000000,0.135362500000000,0.189042500000000,0.167867500000000,0.139515000000000,0.154475000000000,0.184037500000000,0.192672500000000,0.272642500000000,0.165502500000000,nan,0.160717500000000,0.165805000000000,0.169517500000000,0.171085000000000,0.178620000000000,0.156290000000000,0.160607500000000,0.192040000000000,0.198062500000000,nan,0.167180000000000,0.145620000000000,0.186182500000000,nan,0.205212500000000,0.192755000000000
189,1,0.208457500000000,0.200702500000000,0.209997500000000,0.210217500000000,0.207220000000000,0.190665000000000,nan,0.227817500000000,0.205927500000000,0.259387500000000,0.208787500000000,0.214150000000000,0.122822500000000,0.208705000000000,nan,0.229577500000000,0.220502500000000,nan,0.203342500000000,0.209942500000000,0.228477500000000,nan,nan,0.227597500000000,0.210822500000000,nan,nan,0.131952500000000
190,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
191,1,0.253145000000000,0.241402500000000,0.248002500000000,0.243630000000000,0.257270000000000,0.245197500000000,0.244647500000000,0.258947500000000,nan,0.313700000000000,0.241402500000000,0.242282500000000,0.216047500000000,0.237470000000000,0.233070000000000,0.250230000000000,0.246875000000000,0.234417500000000,0.236535000000000,0.251412500000000,0.246985000000000,nan,0.271570000000000,0.245280000000000,0.242365000000000,nan,0.268022500000000,nan
192,1,0.201665000000000,0.199987500000000,0.212912500000000,0.214260000000000,0.210245000000000,0.203507500000000,0.209007500000000,0.223720000000000,0.205817500000000,0.291535000000000,0.211950000000000,nan,0.223087500000000,0.205102500000000,0.206560000000000,0.214947500000000,0.212005000000000,0.196687500000000,0.198502500000000,0.265657500000000,0.222565000000000,nan,0.228890000000000,0.198227500000000,nan,nan,0.240577500000000,0.225892500000000
193,1,nan,0.162010000000000,0.193497500000000,0.184752500000000,nan,0.183157500000000,0.192232500000000,0.169407500000000,0.163357500000000,0.222895000000000,0.154475000000000,0.185082500000000,0.156977500000000,0.165502500000000,0.165227500000000,nan,nan,0.160662500000000,0.174330000000000,nan,0.172515000000000,nan,0.180242500000000,nan,0.204057500000000,nan,0.189977500000000,0.171882500000000
194,1,0.212280000000000,0.181452500000000,0.185907500000000,0.218522500000000,0.235490000000000,0.214040000000000,nan,0.234280000000000,0.221850000000000,0.266702500000000,0.219347500000000,0.213132500000000,0.198667500000000,0.219072500000000,0.221547500000000,0.244757500000000,0.166217500000000,nan,0.160580000000000,0.136600000000000,0.229000000000000,nan,0.222647500000000,0.192507500000000,0.198997500000000,nan,0.246847500000000,0.226360000000000
195,1,0.156482500000000,0.149772500000000,0.166547500000000,0.206477500000000,0.150487500000000,0.146747500000000,0.157995000000000,0.174110000000000,0.173532500000000,0.417182500000000,0.169297500000000,nan,0.109017500000000,0.177025000000000,0.236645000000000,0.192617500000000,0.224545000000000,0.204525000000000,0.174907500000000,0.329512500000000,0.253062500000000,nan,0.229715000000000,0.192590000000000,nan,nan,0.274760000000000,nan
196,1,0.215332500000000,0.197017500000000,0.205377500000000,0.226992500000000,0.228257500000000,0.210712500000000,0.212637500000000,0.201335000000000,0.189537500000000,0.219980000000000,0.140587500000000,0.165667500000000,0.146967500000000,0.183570000000000,0.195532500000000,0.215717500000000,0.220860000000000,0.192287500000000,0.203397500000000,0.200592500000000,0.241732500000000,nan,0.229522500000000,nan,0.205075000000000,nan,0.283367500000000,0.259965000000000
197,1,0.204965000000000,nan,nan,0.239285000000000,0.210602500000000,0.207522500000000,0.212280000000000,0.170012500000000,0.157417500000000,nan,nan,0.165887500000000,nan,0.173257500000000,nan,0.221767500000000,nan,0.187915000000000,nan,0.223912500000000,0.240605000000000,nan,nan,0.192287500000000,0.210740000000000,nan,nan,0.253145000000000
198,1,0.187090000000000,0.190252500000000,0.189565000000000,0.197182500000000,0.203562500000000,0.180270000000000,nan,0.205542500000000,0.192672500000000,0.245390000000000,0.186952500000000,0.189537500000000,0.160635000000000,0.190802500000000,0.191545000000000,0.205405000000000,0.195697500000000,nan,0.170012500000000,0.191957500000000,0.197787500000000,nan,nan,0.180682500000000,0.191957500000000,nan,nan,0.206010000000000
199,1,0.194570000000000,0.181315000000000,0.186182500000000,0.235737500000000,0.203480000000000,0.190527500000000,0.183900000000000,0.190747500000000,0.183185000000000,0.281497500000000,0.197897500000000,0.190142500000000,0.188437500000000,nan,0.210877500000000,0.211977500000000,0.208292500000000,0.166740000000000,0.175045000000000,0.224572500000000,0.241375000000000,0.186815000000000,0.202215000000000,0.175210000000000,0.211867500000000,nan,0.290627500000000,0.266977500000000
200,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
201,1,nan,nan,nan,0.243740000000000,0.239312500000000,0.228010000000000,0.231502500000000,0.216487500000000,0.212747500000000,nan,nan,0.206065000000000,nan,0.184037500000000,nan,nan,nan,0.210382500000000,nan,0.205295000000000,0.222565000000000,nan,nan,nan,0.204882500000000,nan,nan,0.199547500000000
202,1,0.218660000000000,0.206642500000000,0.232465000000000,0.222895000000000,0.214287500000000,0.217752500000000,0.219237500000000,0.223087500000000,0.218715000000000,0.294422500000000,0.208732500000000,0.222015000000000,0.171195000000000,0.215827500000000,0.210685000000000,0.220777500000000,0.225755000000000,0.213077500000000,0.217752500000000,nan,0.241182500000000,nan,0.250917500000000,nan,0.230595000000000,nan,0.268600000000000,0.246792500000000
203,1,0.208540000000000,0.197045000000000,0.221025000000000,0.243547500000000,0.221685000000000,0.210960000000000,0.209612500000000,0.220750000000000,0.205900000000000,0.322032500000000,0.230347500000000,0.241457500000000,0.164127500000000,0.219512500000000,0.225507500000000,0.221162500000000,0.228340000000000,0.214810000000000,0.207880000000000,0.242557500000000,0.240522500000000,nan,0.257352500000000,nan,0.266015000000000,nan,0.239285000000000,0.232877500000000
204,1,nan,0.191077500000000,0.197980000000000,0.197292500000000,nan,0.187447500000000,0.199657500000000,0.213380000000000,0.210080000000000,0.280672500000000,0.201967500000000,0.210382500000000,0.150515000000000,0.187392500000000,0.188327500000000,nan,nan,0.183570000000000,0.184450000000000,nan,0.191407500000000,nan,0.174385000000000,nan,0.179775000000000,nan,0.211427500000000,0.138717500000000
205,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
206,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
207,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
208,1,nan,nan,0.201170000000000,0.205625000000000,nan,0.192892500000000,0.201610000000000,0.219595000000000,0.218275000000000,nan,nan,0.220310000000000,nan,0.207962500000000,0.239037500000000,nan,nan,0.206037500000000,nan,nan,0.270800000000000,nan,0.262302500000000,nan,0.222840000000000,nan,nan,0.251577500000000
209,1,0.173752500000000,0.172020000000000,0.174357500000000,0.197540000000000,0.193305000000000,0.180462500000000,nan,0.195037500000000,0.189730000000000,0.224792500000000,0.183652500000000,0.185687500000000,0.160800000000000,0.201747500000000,0.207000000000000,0.225315000000000,0.224985000000000,nan,0.217615000000000,0.205625000000000,0.234747500000000,nan,0.243740000000000,0.210162500000000,0.223500000000000,nan,0.246930000000000,0.233097500000000
210,1,0.190802500000000,0.190472500000000,0.193497500000000,0.205652500000000,0.210272500000000,nan,0.209310000000000,nan,nan,0.236947500000000,0.201060000000000,0.201692500000000,0.198612500000000,0.204827500000000,0.199107500000000,0.212940000000000,0.207797500000000,0.196962500000000,0.193717500000000,0.164182500000000,0.154557500000000,nan,0.173945000000000,0.133795000000000,0.142265000000000,nan,0.211482500000000,0.185935000000000
211,1,nan,0.199767500000000,0.205185000000000,0.222730000000000,nan,0.203727500000000,0.208980000000000,0.239532500000000,0.211895000000000,0.249955000000000,0.211757500000000,0.205542500000000,0.191627500000000,0.208375000000000,0.221162500000000,nan,nan,0.226800000000000,nan,nan,0.253365000000000,nan,nan,nan,0.230127500000000,nan,nan,0.199025000000000
